document_id,file_name,source_folder,file_type,tema_estrategico,linea_pmge,senal_regulatoria,tecnologias,bandas_frecuencia,paises_regiones,organizaciones,actores,tipo_evento_regulatorio,tipo_insumo_agenda,evidencia_breve,relevancia_score,relevancia_label,actividad_internacional_score,prioridad_score,justificacion_analitica
4d1383cc8cae7438fc32,RRSPEU20250002_Europe_Spectrum_Regulatory_Report__August_2025.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Regulación y gestión del espectro radioeléctrico en Europa con miras a la Digital Networks Act,"[""Wi-Fi"", ""5G"", ""6G"", ""Mobile Satellite Services (MSS)"", ""D2D"", ""Digital Terrestrial Television (DTT)"", ""Programme Making and Special Events (PMSE)"", ""Sistemas de banda ancha inalámbrica terrestre""]","[""upper 6 GHz"", ""470–694 MHz"", ""3.8–4.2 GHz"", ""2 GHz MSS (1980–2010 / 2170–2200 MHz)"", ""450 MHz"", ""700 MHz"", ""900 MHz"", ""1800 MHz"", ""2.1 GHz"", ""2.3 GHz"", ""2.6 GHz"", ""26 GHz"", ""42 GHz"", ""5945–6425 MHz"", ""3.4–4.2 GHz"", ""4.2–4.4 GHz""]","[""Europa"", ""Unión Europea"", ""República Checa"", ""Francia"", ""Hungría"", ""Irlanda"", ""Países Bajos"", ""Eslovenia"", ""Alemania"", ""Italia"", ""Polonia"", ""Eslovaquia"", ""Austria"", ""Suecia"", ""Reino Unido"", ""Bélgica"", ""Dinamarca"", ""Finlandia"", ""Åland""]","[""European Commission"", ""Cullen International"", ""Radio Spectrum Policy Group (RSPG)"", ""European Conference of Postal and Telecommunications Administrations (CEPT)"", ""Radio Spectrum Committee (RSC)"", ""World Trade Organization (WTO)"", ""International Telecommunication Union (ITU)"", ""TKK (Austria)"", ""CTU (República Checa)"", ""Vodafone"", ""O2"", ""T-Mobile"", ""Elisa"", ""Ukkoverkot"", ""Ålcom"", ""Ministry of Transport and Communications (Finlandia)"", ""ARCEP (Francia)"", ""Inmarsat (Viasat)"", ""Solaris (Echostar)""]","[""Reguladores nacionales"", ""Operadores móviles"", ""Comisión Europea"", ""Organismos internacionales"", ""Industria satelital"", ""Fabricantes"", ""Stakeholders"", ""Verticales""]","[""Subasta"", ""Renovación"", ""Armonización internacional""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: Wi-Fi, 5G, 6G, Mobile Satellite Services (MSS); bandas: upper 6 GHz, 470–694 MHz, 3.8–4.2 GHz, 2 GHz MSS (1980–2010 / 2170–2200 MHz).",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque detalla tendencias regulatorias europeas, asignaciones de espectro, desarrollo de nuevas tecnologías como 5G y 6G, y la evolución de servicios satelitales (D2D). Aborda la armonización, gestión de bandas clave (6 GHz, 3.8-4.2 GHz, 2 GHz MSS), y procesos de licenciamiento, ofreciendo una visión prospectiva de las discusiones en organismos internacionales como la UIT (WRC-27). Esta información es crucial para anticipar desafíos y oportunidades regulatorias en Colombia."
97ef98a1fba1fe463383,RRSPEU20260001_Europe_Spectrum_Regulatory_Report__February_2026.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Regulación y gestión del espectro radioeléctrico en Europa,"[""5G"", ""6G"", ""Wi-Fi"", ""LTE"", ""IMT"", ""NTN"", ""Fixed Wireless Access (FWA)"", ""Integrated Sensing and Communications (ISC)""]","[""6 GHz"", ""3.8-4.2 GHz"", ""1800 MHz"", ""26 GHz"", ""40.5-43.5 GHz"", ""700 MHz"", ""800 MHz"", ""900 MHz"", ""1500 MHz"", ""2.1 GHz"", ""2.6 GHz"", ""3.5 GHz"", ""42 GHz"", ""2.3 GHz"", ""400 MHz"", ""380 MHz"", ""600 MHz"", ""Sub-THz""]","[""Unión Europea"", ""Austria"", ""Suecia"", ""Eslovenia"", ""Suiza"", ""Reino Unido"", ""Bélgica"", ""Polonia"", ""Dinamarca"", ""Irlanda"", ""Eslovaquia"", ""España"", ""República Checa"", ""Finlandia"", ""Rusia"", ""Francia""]","[""Comisión Europea"", ""Parlamento Europeo"", ""Consejo de la UE"", ""Cullen International"", ""Conferencia Mundial de Radiocomunicaciones (WRC-27)"", ""Radio Spectrum Policy Group (RSPG)"", ""Radio Spectrum Policy Body (RSPB)"", ""Conferencia Europea de Administraciones de Correos y Telecomunicaciones (CEPT)"", ""TKK"", ""BIPT"", ""CTU"", ""DIGST"", ""Traficom"", ""ARCEP""]","[""Reguladores"", ""Operadores móviles"", ""Organismos internacionales"", ""Industria satelital"", ""Consultoras"", ""Entidades de protección pública y socorro en casos de desastre (PPDR)"", ""Empresas de servicios públicos""]","[""Subasta"", ""Compartición de espectro"", ""Armonización internacional""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: 5G, 6G, Wi-Fi, LTE; bandas: 6 GHz, 3.8-4.2 GHz, 1800 MHz, 26 GHz.",10,Alta,3,13,"El documento proporciona un panorama actualizado y detallado de las tendencias regulatorias y tecnológicas en Europa, incluyendo la propuesta de la Digital Networks Act, la hoja de ruta del espectro para 6G, la armonización de bandas clave (6 GHz, 3.8-4.2 GHz), y las preparaciones para WRC-27. Esta información es crucial para anticipar futuras necesidades regulatorias, identificar bandas de interés, entender enfoques de compartición de espectro y considerar la evolución de tecnologías como 5G, 6G y NTN, lo cual es directamente aplicable a la formulación de la Agenda Regulatoria ANE 2027-2028."
41dcea92fd6768d449be,TRTEEU20260094_EU_digital_decade_2030_connectivity_targets.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Estrategia de conectividad digital de la UE para 2030,"[""5G"", ""6G"", ""Wi-Fi"", ""Fibra óptica (FTTP)"", ""Satélites"", ""Cable Docsis 3.1"", ""Redes inalámbricas"", ""Redes fijas"", ""VHCN (Very High Capacity Networks)""]",[],"[""Unión Europea"", ""Estados miembros de la UE""]","[""European Commission"", ""European Parliament"", ""European Council"", ""Cullen International"", ""BEREC"", ""WIK-Consult""]","[""Reguladores"", ""Operadores móviles"", ""Fabricantes"", ""Organismos internacionales"", ""Industria satelital"", ""Proveedores de contenido"", ""Estados miembros""]","[""Otro""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: 5G, 6G, Wi-Fi, Fibra óptica (FTTP).",9,Alta,3,12,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque detalla objetivos de conectividad a 2030, incluyendo el despliegue de redes 5G y equivalentes, la importancia de la neutralidad tecnológica, y la mención de 6G y Wi-Fi de próxima generación. Aborda la gobernanza, el monitoreo con KPIs, la inversión en infraestructura y el rol de las redes fijas, móviles y satelitales. Estos temas son fundamentales para la planificación regulatoria del espectro, la promoción de nuevas tecnologías y la garantía de conectividad futura en Colombia."
01dec6689a3c6638bb9d,TRTEEU20260096_Spectrum_harmonisation_measures.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Armonización del espectro radioeléctrico en la Unión Europea,"[""Wireless broadband"", ""5G"", ""UMTS"", ""LTE"", ""WiMAX"", ""IoT"", ""RFID"", ""GSM-R"", ""FRMCS"", ""Mobile Satellite Services"", ""PMSE"", ""PPDR"", ""M2M""]","[""470–852 MHz"", ""800 MHz"", ""700 MHz"", ""694–790 MHz"", ""874–876 MHz"", ""915–921 MHz"", ""874.4–880 MHz"", ""919.4–925 MHz"", ""1900–1910 MHz"", ""900 MHz"", ""1800 MHz"", ""1.9 GHz"", ""2 GHz"", ""2.6 GHz"", ""1427–1517 MHz (L-band)"", ""1.5 GHz (1452–1492 MHz)"", ""1710–1785 MHz"", ""1805–1880 MHz"", ""1920–1980 MHz"", ""2110–2170 MHz"", ""2010–2025 MHz"", ""1980–2010 MHz (S-band)"", ""2170–2200 MHz (S-band)"", ""2.3 GHz"", ""2500–2690 MHz"", ""3400–3800 MHz""]","[""EU"", ""Member States"", ""Europe""]","[""European Commission"", ""European Conference of Postal and Telecommunications Administrations (CEPT)"", ""Radio Spectrum Committee (RSC)"", ""European Parliament"", ""Council of the European Union"", ""ITU"", ""Inmarsat"", ""Solaris"", ""Viasat"", ""Echostar"", ""Cullen International"", ""Communications Committee (COCOM)""]","[""Reguladores"", ""Operadores móviles"", ""Organismos internacionales"", ""Industria satelital"", ""Industria ferroviaria"", ""Proveedores de servicios de comunicaciones electrónicas"", ""Fabricantes""]","[""Armonización internacional""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: Wireless broadband, 5G, UMTS, LTE; bandas: 470–852 MHz, 800 MHz, 700 MHz, 694–790 MHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque detalla las medidas de armonización del espectro radioeléctrico en la Unión Europea, incluyendo la asignación de bandas para 5G, IoT, y servicios especializados. Proporciona ejemplos concretos de decisiones regulatorias, plazos de implementación y la interacción entre organismos como la Comisión Europea y CEPT, ofreciendo un marco de referencia internacional y tendencias regulatorias clave para la gestión del espectro y la introducción de nuevas tecnologías en Colombia."
8d2e3c54253ab06f6ac0,TRTEEU20260102_Non-SMP_obligations_and_remedies.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Regulación de obligaciones no-SMP y compartición de infraestructura en la UE,"[""5G"", ""Redes de muy alta capacidad (VHCN)"", ""Redes móviles de banda ancha"", ""Sistemas de alerta pública"", ""Redes de cable""]",[],"[""Unión Europea"", ""Estados Miembros""]","[""European Commission"", ""European Parliament"", ""Council"", ""BEREC"", ""Cullen International"", ""Axon""]","[""Reguladores nacionales"", ""Operadores de telecomunicaciones"", ""Organismos internacionales"", ""Industria de telecomunicaciones""]","[""Compartición de espectro"", ""Tasas / fees""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: 5G, Redes de muy alta capacidad (VHCN), Redes móviles de banda ancha, Sistemas de alerta pública.",9,Alta,3,12,"El documento es altamente relevante porque detalla un marco regulatorio europeo (EECC y su sucesor propuesto, DNA) que aborda directamente la gestión del espectro, la compartición de infraestructura (clave para 5G y conectividad rural), el acceso simétrico y la planificación de redes de muy alta capacidad. Estos temas son fundamentales para la formulación de la Agenda Regulatoria ANE 2027-2028, ya que ofrecen ejemplos de enfoques regulatorios, desafíos y soluciones implementadas en una de las regiones más avanzadas en telecomunicaciones. La experiencia de la UE en la promoción de la inversión en redes y el uso eficiente del espectro es directamente aplicable a la planificación regulatoria de la ANE."
5719ef8e17b72242072b,TRTEEU20260104_Very_High_Capacity_Networks_VHCN_definition_and_co-investmen.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Definición y coinversión en Redes de Muy Alta Capacidad (VHCN) en la Unión Europea,"[""Redes de Muy Alta Capacidad (VHCN)"", ""5G"", ""Redes de fibra óptica (FTTB, FTTH)"", ""Redes inalámbricas"", ""Redes móviles"", ""Wi-Fi"", ""Redes satelitales"", ""DSL"", ""DOCSIS"", ""Ethernet"", ""Acceso Fijo Inalámbrico (FWA)""]",[],"[""Unión Europea""]","[""BEREC"", ""Comisión Europea"", ""Parlamento Europeo"", ""Consejo de la Unión Europea"", ""Cullen International""]","[""Autoridades Reguladoras Nacionales (NRAs)"", ""Operadores con Poder Significativo de Mercado (SMP)"", ""Co-inversores"", ""Proveedores de servicios de comunicaciones electrónicas"", ""Proveedores de red"", ""Ciudadanos"", ""Empresas""]","[""Otro""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: Redes de Muy Alta Capacidad (VHCN), 5G, Redes de fibra óptica (FTTB, FTTH), Redes inalámbricas.",9,Alta,3,12,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 al ofrecer un marco regulatorio detallado de la Unión Europea sobre la definición, despliegue e incentivos para Redes de Muy Alta Capacidad (VHCN), incluyendo 5G y fibra. Proporciona criterios de rendimiento específicos y mecanismos de coinversión que ANE podría adaptar o considerar para fomentar la conectividad, la inversión en infraestructura y la eficiencia en el uso de recursos en Colombia, informando decisiones sobre futuras regulaciones y políticas de espectro."
a7aef2a55a94116d748f,TRTEEU20260106_Permit-free_deployment_of_small_cells_SAWAPs.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Regulación y despliegue sin permiso de small cells para 5G en la Unión Europea,"[""Small cells (SAWAPs)"", ""5G"", ""4G"", ""Wi-Fi"", ""Active Antenna Systems (AAS)"", ""Macro cells""]","[""26 GHz""]","[""Unión Europea"", ""Estados Miembros""]","[""European Commission"", ""European Parliament"", ""Cullen International"", ""Communications Committee (COCOM)""]","[""Reguladores"", ""Operadores móviles"", ""Industria de telecomunicaciones"", ""Organismos internacionales""]","[""Salud / EMF""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: Small cells (SAWAPs), 5G, 4G, Wi-Fi; bandas: 26 GHz.",10,Alta,3,13,"Este documento ofrece un modelo regulatorio detallado de la Unión Europea para el despliegue de small cells, esencial para la densificación de redes 5G y la gestión eficiente del espectro. Proporciona información valiosa sobre la armonización regulatoria, la facilitación del despliegue de infraestructura, la consideración de nuevas tecnologías como AAS y la banda de 26 GHz, y la gestión de la percepción pública sobre EMF. Estos aspectos son directamente aplicables a la formulación de la Agenda Regulatoria ANE 2027-2028 para el desarrollo de telecomunicaciones en Colombia."
5298cf149120cc0691d4,TRTEEU20260107_Spectrum_management_and_spectrum_for_5G.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Gestión del espectro y despliegue 5G en la Unión Europea,"[""5G"", ""Redes de acceso inalámbrico de área pequeña (SAWAPs)"", ""Small cells"", ""Banda ancha inalámbrica"", ""Máquina a máquina (M2M)"", ""Sistemas de antena activa (AAS)"", ""Servicios de comunicaciones electrónicas (ECS)""]","[""470–790 MHz"", ""700 MHz"", ""800 MHz"", ""900 MHz"", ""1800 MHz"", ""2 GHz"", ""2.6 GHz"", ""3.4–3.8 GHz"", ""26 GHz"", ""66–71 GHz""]","[""Unión Europea"", ""Estados miembros de la UE""]","[""Parlamento Europeo"", ""Consejo de la Unión Europea"", ""Comisión Europea"", ""Radio Spectrum Policy Body (RSPB)"", ""Radio Spectrum Policy Group (RSPG)"", ""BEREC"", ""Cullen International""]","[""Reguladores nacionales"", ""Comisión Europea"", ""Operadores móviles"", ""Fabricantes de equipos"", ""Organismos internacionales"", ""Usuarios finales""]","[""Asignación de espectro"", ""Compartición de espectro"", ""Renovación"", ""Condiciones técnicas"", ""Armonización internacional""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: 5G, Redes de acceso inalámbrico de área pequeña (SAWAPs), Small cells, Banda ancha inalámbrica; bandas: 470–790 MHz, 700 MHz, 800 MHz, 900 MHz.",10,Alta,3,13,"El documento describe las mejores prácticas y desafíos en la gestión del espectro, el despliegue de 5G y la armonización regulatoria dentro de la UE. Detalla bandas específicas, enfoques de licenciamiento y el papel de organismos internacionales (RSPG, Comisión). Esto proporciona información valiosa sobre tendencias regulatorias, requisitos técnicos y consideraciones de política para el uso eficiente del espectro y la adopción de nuevas tecnologías, informando directamente la planificación estratégica de la ANE para 2027-2028."
1bf9d40e5cad0e47dcf8,TRTEEU20260108_Redefinition_of_electronic_communications_services.pdf,Cullen International,pdf,Otros temas de seguimiento,Necesidades transversales,Marco regulatorio europeo para servicios de comunicaciones electrónicas,"[""Banda ancha fija y móvil"", ""Servicios de voz"", ""Servicios de comunicación interpersonal"", ""M2M (Machine-to-Machine)"", ""Redes de comunicaciones electrónicas""]",[],"[""Unión Europea""]","[""Parlamento Europeo"", ""Consejo de la Unión Europea"", ""Comisión Europea"", ""Cullen International"", ""DG Connect""]","[""Reguladores"", ""Proveedores de servicios de comunicaciones electrónicas"", ""Operadores de redes fijas y móviles"", ""Proveedores de servicios Over-the-Top (OTT)"", ""Usuarios finales""]","[""Otro""]",Seguimiento,"Otros temas de seguimiento; tecnologías: Banda ancha fija y móvil, Servicios de voz, Servicios de comunicación interpersonal, M2M (Machine-to-Machine).",9,Alta,3,12,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque aborda la redefinición y el marco regulatorio de los servicios de comunicaciones electrónicas en la Unión Europea. La clasificación de servicios (acceso a internet, comunicaciones interpersonales, transmisión de señales para M2M) y el enfoque regulatorio hacia los servicios OTT son aspectos cruciales para la formulación de políticas nacionales. La evolución del EECC al DNA también ofrece una perspectiva sobre las tendencias regulatorias internacionales que ANE podría considerar para asegurar un marco normativo moderno y adaptable a las nuevas tecnologías y modelos de negocio en Colombia."
e1764396b469f78c18b3,TRTEEU20260110_Universal_service_scope_affordability_and_funding.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Regulación del Servicio Universal y Conectividad en la Unión Europea,"[""Tecnología móvil"", ""Tecnologías inalámbricas"", ""Tecnologías cableadas"", ""Conectividad satelital"", ""Acceso a internet de banda ancha""]",[],"[""Unión Europea"", ""Islandia"", ""Noruega"", ""Países Bajos"", ""Malta"", ""Bélgica"", ""Luxemburgo"", ""España""]","[""Comisión Europea"", ""BEREC"", ""Cullen International"", ""Autoridades Reguladoras Nacionales (NRAs)""]","[""Reguladores"", ""Operadores móviles"", ""Proveedores de servicio universal"", ""Estados miembros"", ""Consumidores"", ""Industria satelital""]","[""Otro""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: Tecnología móvil, Tecnologías inalámbricas, Tecnologías cableadas, Conectividad satelital.",9,Alta,3,12,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque ofrece una visión detallada de las tendencias regulatorias internacionales en servicio universal y conectividad. Proporciona ejemplos concretos de cómo la UE y sus estados miembros abordan la definición de banda ancha, la neutralidad tecnológica, el uso de satélites para cerrar brechas de conectividad y los modelos de financiación. Estos elementos son cruciales para que ANE evalúe y adapte su marco regulatorio a las necesidades futuras, especialmente en la gestión del espectro para nuevas tecnologías y la promoción de la conectividad universal."
5015719a773250099333,TRTEEU20260113_Satellite_connectivity_in_the_EU.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Estrategia de conectividad satelital de la Unión Europea y gestión del espectro,"[""MEO"", ""Servicios Satelitales Móviles (MSS)"", ""Servicios Satelitales Fijos (FSS)"", ""D2D"", ""IoT"", ""Infraestructura Europea de Comunicaciones Cuánticas (EuroQCI)"", ""Sistemas de comunicación híbridos (satélite y componentes terrestres complementarios)""]","[""Banda de 2 GHz (1980–2010 MHz, 2170–2200 MHz)"", ""Banda L (1–2 GHz)"", ""Banda S (2–4 GHz)"", ""banda Ku"", ""Banda K (18–27 GHz)"", ""banda Ka"", ""Banda V (37.5–43.5 GHz, 47.2–50.2 GHz, 50.4–52.4 GHz)""]","[""EU"", ""Noruega"", ""Islandia"", ""Francia"", ""Italia"", ""Luxemburgo"", ""África"", ""Ártico"", ""China"", ""Estados Unidos""]","[""Comisión Europea"", ""Cullen International"", ""Agencia Espacial Europea (ESA)"", ""Consorcio SpaceRISE"", ""Eutelsat"", ""Hispasat"", ""SES"", ""Deutsche Telekom"", ""Orange"", ""EUSPA (Agencia de la UE para el Programa Espacial)"", ""Unión Internacional de Telecomunicaciones (UIT)"", ""Grupo de Política del Espectro Radioeléctrico (RSPG)"", ""Conferencia Europea de Administraciones de Correos y Telecomunicaciones (CEPT)"", ""Parlamento y Consejo (UE)"", ""Inmarsat"", ""Solaris"", ""Viasat"", ""Echostar"", ""SpaceX"", ""Amazon"", ""Tribunal de Justicia de la UE (TJUE)""]","[""Reguladores"", ""Operadores móviles"", ""Operadores satelitales"", ""Fabricantes de satélites"", ""Organismos internacionales"", ""Gobiernos"", ""Industria""]","[""Armonización internacional""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: MEO, Servicios Satelitales Móviles (MSS), Servicios Satelitales Fijos (FSS), D2D; bandas: Banda de 2 GHz (1980–2010 MHz, 2170–2200 MHz), Banda L (1–2 GHz), Banda S (2–4 GHz), banda Ku.",10,Alta,3,13,"Este documento proporciona una visión detallada de las iniciativas estratégicas de la UE en conectividad satelital, gestión del espectro y tecnologías emergentes como D2D y la integración 5G. Destaca procesos regulatorios, coordinación internacional (CMR-27, UIT) y bandas de frecuencia específicas (2 GHz, Ku, K, Ka, V). Esta información es crucial para comprender las tendencias globales y los posibles desafíos y oportunidades regulatorias para la agenda 2027-2028 de la ANE, particularmente en relación con las redes no terrestres, la armonización del espectro y los nuevos modelos de servicio."
4f5362dca24cc4b50f14,TRTEEU20260114_Use_of_the_upper_6_GHz_band_in_the_EU_.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Regulación y uso de la banda superior de 6 GHz en la UE,"[""Wi-Fi"", ""5G"", ""6G"", ""IMT"", ""WAS"", ""RLANs"", ""IoT""]","[""6 GHz"", ""upper 6 GHz"", ""3.5 GHz"", ""4400–4800 MHz"", ""7125–8400 MHz"", ""7125–7250 MHz"", ""14.8–15.35 GHz""]","[""EU"", ""Brazil"", ""Mexico"", ""Cambodia"", ""Laos"", ""Maldives"", ""China"", ""Africa"", ""Middle East"", ""Commonwealth of Independent States"", ""Asia"", ""Oceania""]","[""Cullen International"", ""European Conference of Postal and Telecommunications Administrations (CEPT)"", ""Radio Spectrum Policy Group (RSPG)"", ""European Commission"", ""Radio Spectrum Committee (RSC)"", ""International Telecommunication Union (ITU)"", ""AKOS"", ""BMDV""]","[""Reguladores"", ""Operadores móviles"", ""Industria Wi-Fi"", ""Organismos internacionales"", ""Fabricantes de equipos"", ""Usuarios del espectro""]","[""Compartición de espectro"", ""Condiciones técnicas"", ""Armonización internacional""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: Wi-Fi, 5G, 6G, IMT; bandas: 6 GHz, upper 6 GHz, 3.5 GHz, 4400–4800 MHz.",10,Alta,3,13,"Este documento es altamente relevante ya que detalla el complejo proceso regulatorio, estudios técnicos y consideraciones internacionales para una banda de frecuencia crítica (6 GHz) vital para 5G/6G y Wi-Fi avanzado. Destaca los desafíos del uso compartido del espectro, los roles de organismos internacionales y regionales clave (UIT, CEPT, RSPG), y la visión a largo plazo para futuras tecnologías inalámbricas. Comprender el enfoque de la UE, incluyendo sus decisiones sobre la división de bandas y aplazamientos, proporciona información valiosa para la Agenda Regulatoria ANE 2027-2028, especialmente en gestión del espectro, adopción de nuevas tecnologías y tendencias de armonización internacional."
6dcaf7ff938bf8e62ba8,TRTEEU20260115_Use_of_the_sub-700_MHz_band_in_the_EU_.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Futuro uso y regulación de la banda sub-700 MHz en la UE,"[""Digital Terrestrial Television (DTT)"", ""Wireless audio microphones (PMSE)"", ""Wireless electronic communications networks (ECNs)"", ""High efficiency video coding (HEVC)"", ""Ultra-high definition (UHD)"", ""5G"", ""IMT"", ""Mobile applications"", ""Wind profiler radars"", ""Radio astronomy""]","[""700 MHz"", ""800 MHz"", ""600 MHz"", ""UHF""]","[""EU"", ""Americas"", ""Asia-Pacific""]","[""European Commission"", ""European Parliament"", ""European Council"", ""Radio Spectrum Policy Group (RSPG)"", ""International Telecommunication Union (ITU)"", ""Cullen International"", ""EETT"", ""MIMIT""]","[""Reguladores"", ""Operadores de redes de comunicaciones electrónicas"", ""Radiodifusores"", ""Industria móvil"", ""Usuarios de PMSE"", ""Organismos internacionales"", ""Sector de defensa y seguridad pública""]","[""Armonización internacional""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: Digital Terrestrial Television (DTT), Wireless audio microphones (PMSE), Wireless electronic communications networks (ECNs), High efficiency video coding (HEVC); bandas: 700 MHz, 800 MHz, 600 MHz, UHF.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque analiza en profundidad la gestión y el futuro de una banda de frecuencia clave (sub-700 MHz) con excelentes características de propagación. Aborda la transición de usos tradicionales (DTT) a potenciales usos móviles (5G, PPDR), los desafíos de armonización, la influencia de organismos internacionales (ITU, WRC-23) y las tendencias tecnológicas como 5G broadcast. Proporciona un marco de referencia sobre cómo otras regiones (UE) están abordando la reasignación del espectro y las consideraciones regulatorias asociadas, lo cual es crucial para la planificación estratégica de ANE."
69fce7240deb2795ce23,TRTEEU20260117_EU_common_position_for_WRC-27.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Posición común de la UE para la Conferencia Mundial de Radiocomunicaciones (WRC-27),"[""5G"", ""6G"", ""IMT (International Mobile Telecommunications)"", ""D2D"", ""NGSO (Non-Geostationary) systems"", ""Satélites"", ""FSS (Fixed Satellite Service)"", ""MSS (Mobile Satellite Service)"", ""EESS (Earth Exploration Satellite Service)"", ""Comunicaciones móviles a bordo (aeronáuticas y marítimas)"", ""Radio altimeters"", ""UWB (Ultra-Wide Band)""]","[""6 GHz"", ""47.2–50.2 GHz"", ""50.4–51.4 GHz"", ""13.75–14 GHz"", ""4400–4800 MHz"", ""7125–8400 MHz"", ""14.8–15.35 GHz"", ""1427–1432 MHz"", ""1645.5–1646.5 MHz"", ""1880–1920 MHz"", ""2010–2025 MHz"", ""694/698–960 MHz"", ""1427–1518 MHz"", ""1710–2200 MHz"", ""2300–2400 MHz"", ""2500–2690 MHz"", ""2120–2160 MHz"", ""2160–2170 MHz"", ""Above 76 GHz"", ""Above 86 GHz"", ""4200–4400 MHz"", ""8400–8500 MHz"", ""614–694 MHz"", ""608–614 MHz"", ""470–694 MHz"", ""700 MHz"", ""UHF""]","[""EU (Unión Europea)"", ""Europa"", ""China"", ""Grecia"", ""Irlanda""]","[""ITU (International Telecommunication Union)"", ""European Commission"", ""Council of the EU"", ""RSPG (Radio Spectrum Policy Group)"", ""CEPT (European Conference of Postal and Telecommunications Administrations)"", ""EETT (Greece)"", ""ComReg (Ireland)"", ""CJEU (Court of Justice of the EU)"", ""Cullen International""]","[""Gobiernos"", ""Estados miembros de la UE"", ""Reguladores"", ""Operadores móviles"", ""Fabricantes"", ""Industria satelital"", ""Organismos internacionales"", ""Fuerzas armadas/defensa"", ""Aviación civil"", ""Servicios meteorológicos"", ""Servicios de investigación espacial"", ""Servicios de radioastronomía""]","[""Asignación de espectro"", ""Armonización internacional""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: 5G, 6G, IMT (International Mobile Telecommunications), D2D; bandas: 6 GHz, 47.2–50.2 GHz, 50.4–51.4 GHz, 13.75–14 GHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028, ya que proporciona una visión detallada de las discusiones y decisiones internacionales clave sobre la gestión del espectro radioeléctrico que impactarán directamente las políticas nacionales. Aborda la identificación de nuevas bandas para 5G/6G, el desarrollo de tecnologías como D2D y NTN, y los desafíos de coexistencia, temas fundamentales para la planificación del espectro y la regulación de telecomunicaciones en Colombia. La coordinación internacional y las tendencias tecnológicas presentadas son cruciales para anticipar y adaptar el marco regulatorio."
d968368e84c60bd29dba,matriz_vigilancia_ampliada_Agenda_2027_2028.xlsx,ejercicio preliminar,xlsx,"Conectividad satelital, NTN y D2D",Conectividad satelital,Metodología de vigilancia tecnológica para agenda regulatoria,[],[],[],[],"[""Reguladores"", ""Organismos internacionales"", ""Analistas de vigilancia tecnológica""]","[""Armonización internacional""]",Nota técnica,"Conectividad satelital, NTN y D2D.",7,Alta,1,8,"Este documento es altamente relevante ya que describe una herramienta y metodología para la vigilancia tecnológica y la priorización de temas, insumos directos y cruciales para la formulación de la Agenda Regulatoria ANE 2027-2028. Proporciona un marco para identificar tendencias, evaluar su prioridad y asegurar que las decisiones regulatorias se basen en fuentes oficiales y análisis técnico."
